Date,Day,Week,Month,Sky,High Temperature (F),Low Temperature (F),Wake Up City,Wake Up State,Wake Up Country,Sleep City,Sleep State,Sleep Country,Cities Visited,States Visited,Countries Visited,Wake Up Time,Bedtime,Hours slept,Naps taken,Morning Phone Battery (%),Morning Mood,Night Mood,Sick?,Shirt Type,Shirt Color Primary,Shirt Color Secondary,Shirt Company,Shirt Design,Shirt Color Short,Pants Type,Pants Color Primary,Pants Color Secondary,Pants Brand,Pants Design,Pants Color Short,Shoe Type,Shoe Color Primary,Shoe Color Secondary,Shoe Brand,Shoe Design,Shoe Color Short,Underwear Color Primary,Underwear Color Secondary,Underwear Type,Underwear Color Short,Sock Color Primary,Sock Color Secondary,Sock Company,Sock Design,Sock Color Short,Contacts/Glasses?,Glasses Color,Hat?,Hat Color Primary,Hat Color Secondary,Hat Type,Hat Company,Hat Design,Hat Color Short,Undershirt?,Undershirt Color,Undershirt Color Secondary,Undershirt Company,Undershirt Design,Undershirt Color Short,Jacket?,Jacket Color,Jacket Color Secondary,Jacket Type,Jacket Company,Jacket Design,Jacket Color Short,Clothes Layers,Breakfast,Lunch,Dinner,Dessert,Snacks Eaten,Cooked Breakfast?,Cooked Lunch?,Lunch Leftovers?,Cooked Dinner?,Dinner Leftovers?,Cooked Dessert?,Restaurant Breakfast,Restaurant Lunch,Restaurant Dinner,Restaurant Dessert,Breakfast Rating,Lunch Rating,Dinner Rating,Dessert Rating,Fruit Eaten,Vegetables Eaten,Meat Eaten,Breakfast Notes,Lunch Notes,Dinner Notes,Dessert Notes,Streaming Service Breakfast,Streaming Service Lunch,Streaming Service Dinner,Show Watched During Breakfast,Show Watched During Lunch,Show Watched During Dinner,Times watched TV,Went to grocery store?,Went Outside?,Outside Feel,Gym?,Cardio?,Cardio Duration (minutes),Lifting?,Lifting Duration (minutes),Sports Played,Public Transportation Used,In Car?,Drove?,Uber/Lyft?,People seen in person,People seen virtually,People I called,People called me,Things I worked on,Coding Languages Used,Brushed Teeth?,Flossed?,Times pooped,Times peed,Zoom?,Video games played,Alcohol?,# of Drinks,Drink Type
2024-06-01,Saturday,22,June,Sunny,84,60,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,10:30,03:00,8,2,53,Good,Good,FALSE,Button-Up Shirt,Jungle Green,White,American Eagle,,Green,Joggers,White,Black,American Eagle,,White,Sneakers,Black,Green,Adidas,Lego,Black,Black,Blue,Boxers,Black,Green,Red,Roots,Bears,Green,Glasses,Green,TRUE,Forest Green,,Cap,Omega Mart,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Salmon w/ Sweet Potatoes,Burger w/ Cheese Fries,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Met Life Stadium,,,9,7,5,"Orange, Jalepeño","Sweet Potato, Ginger",Salmon,,Leftovers Round 3,"As far as stadium food goes, pretty good",Free ice cream but it had chocolate in it so couldn't really eat much of it. The toppings were good so can't be any lower than a 5,,,,,,,0,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,TRUE,FALSE,Lyft,"Sam, Sam C., Ashley",,,,,,TRUE,TRUE,3,2,FALSE,,FALSE,0,
2024-06-02,Sunday,23,June,Cloudy,82,64,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:00,00:00,7,1,97,Good,Good,FALSE,T-Shirt,Lime Green,,Super Mario,Luigi,Green,Sweatpants,Black,Electric Lime,Adidas,,Black,Sandals,Electric Lime,Black,Nike,,Green,Red,Blue,Boxers,Red,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,Italian Empanada w/ Rice Ball,Salmon w/ Sweet Potatoes,Jalepeño Bread,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,Alessio's,,,9,9,8,,Orange,"Sweet Potato, Spinach, Ginger",Salmon,,Leftovers Round 4,Great struggle meal lol. I love the TJ's Jalepeño Bread,,,Hulu,Hulu,,Cowboy Bebop,Cowboy Bebop,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, FSNB Chatbot, AI-Image Analysis",python,TRUE,TRUE,3,1,FALSE,,TRUE,2,"Downeast Cider, Downeast Cider"
2024-06-03,Monday,23,June,Partly Cloudy,85,68,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,11:00,8,1,0,Good,Good,FALSE,T-Shirt,Olive Green,,,Trae Young,Green,Swishy Sweatpants,Green,White,Holloway,Daldot,Green,Sandals,Green,Orange,Adidas,,Green,Red,Blue,Boxers,Red,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,,Salmon w/ Sweet Potatoes,Shrimp Bao Buns,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,9,,Banana,"Sweet Potato, Spinach",Salmon,,Leftovers Round 5,"Another great Trader Joe's item, I need to create a list of my favorite items honestly",,,Hulu,Hulu,,Cowboy Bebop,Cowboy Bebop,2,TRUE,TRUE,Hot,TRUE,TRUE,10,TRUE,30,Climbing,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, ScholarlySync",python,TRUE,TRUE,3,2,TRUE,,FALSE,0,
2024-06-04,Tuesday,23,June,Sunny,79,64,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,00:00,8,1,40,Good,Good,FALSE,T-Shirt,Cornflour Blue,Magenta,Old Navy,Video Game,Blue,Joggers,Forest Green,,American Eagle,,Green,Sandals,Electric Lime,Black,Nike,,Green,Blue,Green,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,,Shrimp Bao Buns,Avocado Toast,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,7,,"Banana, Avocado",Spinach,,,Great second time around too,Another struggle meal but wasn't too bad,,,Hulu,Hulu,,Cowboy Bebop,Cowboy Bebop,2,FALSE,TRUE,Good,TRUE,TRUE,20,TRUE,30,Climbing,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, ScholarlySync, FSNB Chatbot, AI-Image Analysis",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-06-05,Wednesday,23,June,Partly Cloudy,80,64,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,02:00,8,0,20,Good,Good,FALSE,Athletic Shirt,Lime Green,Green,MUD,MUD,Green,Shorts,Black,Electric Lime,And1,,Black,Slip-on Shoes,Electric Lime,,Moln,,Green,Blue,Red,Boxers,Blue,Electric Lime,Black,Polo,,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,,,Ham Salad,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,8,,,"Banana, Avocado",Spinach,Pork,,Ham salad was very good since I had to cook it during lunch,,,,Hulu,Hulu,,Cowboy Bebop,Cowboy Bebop,2,TRUE,TRUE,Good,TRUE,TRUE,20,TRUE,30,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, ScholarlySync, FSNB Chatbot, AI-Image Analysis",python,TRUE,TRUE,2,2,TRUE,,FALSE,0,
2024-06-06,Thursday,23,June,Rain,81,69,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,00:00,4,0,14,Good,Good,FALSE,T-Shirt,Forest Green,White,Fossil Butte,Fossil Butte,Green,Shorts,Electric Lime,Forest Green,Nike,Plants,Green,Sneakers,Green,Dark Green,Nike,,Green,Red,Green,Boxers,Red,Gray,Chartreuse ,,Dragon,Gray,Glasses,Green,TRUE,Forest Green,,Cap,Dinosaur,,Green,FALSE,,,,,,TRUE,Black,,Rain Jacket,Champion,Harvard,Black,2,,Pizza Pretzel,AYCE Sushi,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Starbucks,Sushi X,,,8,10,,Banana,"Carrot, Spinach","Squid, Scallops, Shrimp, Salmon, Tuna, Crab",,Starbucks food that was actually pretty good. The pretzel pizza surprised me,"AYCE Sushi, the only bad one was the squid but I gulped down my money's worth of really good sushi so no complaints at all",,,,,,,,0,FALSE,TRUE,Wet,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,"Ashley, Jiwei",,,,"PRA, ScholarlySync, FSNB Chatbot, AI-Image Analysis",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-06-07,Friday,23,June,Cloudy,82,66,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,09:00,7,1,86,Good,Good,FALSE,Athletic Shirt,Lime Green,Red,Mario,Bowser Jr.,Green,Pajama Pants,Green,Red,Old Navy,Plaid,Green,Slip-on Shoes,Electric Lime,,Moln,,Green,Seafoam Green,Magenta,Boxers,Green,Black,Electric Lime,UnderArmour,,Black,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Lamb Salad,Pancetta Guacamole with Chips,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,8,4,,"Cantelope, Honeydew, Pineapple, Grape","Lettuce, Carrot",Lamb,,I really do make some great salads. It's probably the best thing I do besides quesadillas,Food experiment that went terribly wrong. I made the guac way too salty and I couldn't finish it. Not even lemon juice could help,,,,Disney+,,Cowboy Bebop,The Acolyte,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,,FALSE,FALSE,FALSE,"Jiwei, Kevin",,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,2,2,TRUE,,FALSE,0,
2024-06-08,Saturday,23,June,Sunny,80,61,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:30,11:00,9.5,1,20,Good,Good,FALSE,Polo,Lime Green,,Greg Norman,,Green,Khakis,Khaki,,Polo,,Brown,Golf Shoes,White,Forest Green,Malbon,,White,Green,Red,Boxers,Green,Electric Lime,Black,Polo,,Green,Glasses,Green,TRUE,Lime Green,,Cap,Black Mesa,Dragon,Green,FALSE,,,,,,FALSE,,,,,,,1,,Turkey and Peppers Scramble,Bone Marrow w/ Jalepeño Pita Chips,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,8,9,,"Banana, Peppers",Spinach,"Turkey, Bone Marrow",,Great meal post golf,V v v fancy meal,,,Disney+,Hulu,,The Acolyte,Cowboy Bebop,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,,TRUE,FALSE,Lyft,"Jiwei, Kevin",,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,3,1,FALSE,,FALSE,0,
2024-06-09,Sunday,24,June,Partly Cloudy,80,62,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,07:00,00:00,8,1,20,Good,Good,FALSE,Athletic Shirt,White,Red,Nike,Harvard Ultimate,White,Shorts,Green,Lime Green,Nike,,Green,Sneakers,Lime Green,Green,Nike,,Green,Green,Blue,Boxers,Green,Black,Green,Nike,,Black,Contacts,,TRUE,Green,,Cap,Atlanta,,Green,FALSE,,,,,,FALSE,,,,,,,2,Black Pepper Bacon Sandwich,Pizza,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunkin Donuts,Pizza Pizza,,,7,7,,,"Tomato, Orange",Ginger,"Pork, Chicken",Bigger than I was expecting since I wanted a light meal before frisbee,ngl I have no idea what that pizza place is called but we get pizza there after every MUD finals and it's pretty decent victory pizza,,,,,,,,,0,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,,FALSE,FALSE,FALSE,"Jiwei, Joe, Weezy, Wilson",,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,2,2,FALSE,,TRUE,1,Cider
2024-06-10,Monday,24,June,Sunny,77,60,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:30,11:00,7.5,2,79,Good,Good,FALSE,Athletic Shirt,Celadon,,UnderArmor,,Green,Shorts,Black,Electric Lime,Nike,,Black,Sandals,Green,Orange,Adidas,,Green,Blue,Green,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,,Turkey and Peppers Scramble,Sweet and Sour BBQ Chicken,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,9,,"Peppers, Orange","Carrot, Ginger","Turkey, Chicken",,Somehow better as leftovers,Best version of this so far,,,Fmovies,Hulu,,Smiling Friends,My Hero Academia,2,FALSE,TRUE,Good,TRUE,FALSE,0,TRUE,30,Climbing,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,2,2,TRUE,,FALSE,0,
2024-06-11,Tuesday,24,June,Cloudy,75,59,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,11:00,8,0,0,Good,Good,FALSE,T-Shirt,Green,White,American Eagle,,Green,Aladdin Pants,Blue,Chartreuse,,,Blue,Sandals,Green,Orange,Adidas,,Green,Blue,Light Blue,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Cerulean,,Hoodie,Costco,,Blue,2,,Sweet and Sour BBQ Chicken,Lamb w/ Broccoli,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,10,,"Orange, Mango",Carrot,"Chicken, Lamb",,This meal lasts a while too and it's super cheap. Great struggle meal,Perfectly seasoned I've done it again,,,Hulu,Hulu,,My Hero Academia,My Hero Academia,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-06-12,Wednesday,24,June,Cloudy,80,62,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,00:00,7,1,70,Good,Good,FALSE,Tank Top,Electric Lime,Black,,Palm Trees,Green,Shorts,Electric Lime,Forest Green,Nike,Plants,Green,Sandals,Electric Lime,Black,Nike,,Green,Green,Red,Boxers,Green,Neon Green,Black,UnderArmour,,Green,Glasses,Green,TRUE,Dark Blue,Green,Cap,Hoboken Golf,,Blue,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,,Sweet and Sour BBQ Chicken,Fried Calamari,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,7,,"Orange, Mango","Carrot, Ginger",Calamari,,Thumbs up,Didn't get the calamari as crispy as I wanted but still pretty good. Put too much lemon juice on it too,,,Hulu,Hulu,,Black Clover,Black Clover,2,FALSE,TRUE,Good,TRUE,TRUE,20,TRUE,30,"Golf, Climbing",,TRUE,FALSE,Lyft,"Jiwei, Kevin",,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,1,2,TRUE,,FALSE,0,
2024-06-13,Thursday,24,June,Cloudy,85,63,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,8,1,76,Good,Good,FALSE,Button-Up Shirt,Viridian,Black,American Eagle,Palm Trees,Green,Sweatpants,Chartreuse,,Adidas,Emojis,Green,Sneakers,Lime Green,Green,Nike,,Green,Blue,Light Blue,Boxers,Blue,Neon Green,Black,Polo,,Green,Glasses,Green,TRUE,Forest Green,,Cap,Dinosaur,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Ham and Cheese Sandwich,Sweet and Sour BBQ Chicken,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,8,8,,"Orange, Banana",Spinach,"Pork, Chicken",,Simple but effective sandwich,Last of the chicken,,,Hulu,Hulu,,Black Clover,Black Clover,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-06-14,Friday,24,June,Partly Cloudy,85,64,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,08:00,01:00,8,0,0,Good,Good,FALSE,T-Shirt,Olive Green,Black,Harvard,,Green,Shorts,Light Green,Black,all in motion,,Green,Sneakers,Aquamarine,Lime Green,Nike,,Green,Green,Blue,Boxers,Green,Black,Neon Green,Stance,Space,Black,Glasses,Green,TRUE,Olive Green,,Docker Hat,,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Fried Calamari,Roast Pork Bowl,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Dim Sum Palace,,,8,8,,Strawberry,"Radish, Carrot, Bok Choy","Calamari, Pork",,Bought some tartar sauce which bumped the dish up,Dim Sum Palace at it again,,,Hulu,,,Black Clover,,1,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,"Bus, Train",FALSE,FALSE,FALSE,"Jiwei, Kevin, Jed, Ashley",,,,"PRA, AI-Image Analysis",python,TRUE,TRUE,3,3,TRUE,Mario Kart,TRUE,2,"White Claw, White Claw"
2024-06-15,Saturday,24,June,Sunny,81,65,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,00:00,6,0,0,Good,Good,FALSE,T-Shirt,Kelly Green,Light Blue,Hoboken,,Green,Joggers,Olive Green,,American Eagle,,Green,Sandals,Green,Orange,Adidas,,Green,Red,Green,Boxers,Red,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,"Ham, Egg, and Cheese Muffin",,Tikka and Moonshiner,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Tony Baloney's,,,8,10,,"Banana, Tomato",Spinach,Pork,,Really good breakfast sandwich. Could've seasoned the eggs better tho,King stay king,,,Hulu,Fmovies,,My Hero Academia,Shin Godzilla,1,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,Climbing,,FALSE,FALSE,FALSE,"Jiwei, Deezy, Weezy, Kevin",,,,MylesAI,python,TRUE,TRUE,2,3,FALSE,,TRUE,2,"Lime High Noon, Mango High Noon"
2024-06-16,Sunday,25,June,Sunny,75,63,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,08:00,8,1,0,Good,Good,FALSE,T-Shirt,Lime Green,Black,MUD,,Green,Shorts,Black,White,BRed Line,Toast,Black,Slip-on Shoes,Matcha Green,,Moln,,Green,Red,White,Boxers,Red,Black,Neon Green,Nike,Air Jordan,Black,Glasses,Green,TRUE,Pastel Green,,Cap,Polo,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Sweet Potato Salad w/ Breakfast Burrito and Blueberry Donut,Bone Marrow w/ Jalepeño Pita Chips,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Alfalfa,,,,10,8,,"Coconut, Banana","Lettuce, Sweet Potato","Chorizo, Bone Marrow",,Alfalfa was a really pleasant surprise. It's definitely an oasis in the food wasteland that is northern Hoboken,A little worse than the original but you really can't be mad at bone marrow,,,,Hulu,,,Black Clover,1,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,Climbing,,TRUE,FALSE,FALSE,"Jiwei, Deezy, Weezy, Kevin",,,,MylesAI,python,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-06-17,Monday,25,June,Sunny,88,64,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,08:00,10,0,60,Good,Good,FALSE,Polo,Lime Green,White,Grand Slam,,Green,Joggers,Khaki,,American Eagle,,Brown,Golf Shoes,White,Green,Malbon,,White,Blue,Green,Boxers,Blue,Brown,Yellow,DK,Donkey Kong,Brown,Glasses,Green,TRUE,Green,,Cap,Portugal,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Ham Salad,Carnitas Quesadilla,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,7,10,,Coconut,Lettuce,Pork,,Mango Vinegrette was really good but a standard salad,My quesadilla game is still killer,,,Fmovies,YouTube,,Smiling Friends,brooklyn 99 lines that were made 10x better by the deliver | Comedy Bites,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,,FALSE,FALSE,Lyft,Jiwei,,,,"PRA, AI-Image Analysis, ScholarlySync",python,TRUE,TRUE,1,4,TRUE,,FALSE,0,
2024-06-18,Tuesday,25,June,Sunny,89,70,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,00:00,10,0,0,Good,Good,FALSE,Button-Up Shirt,Light Blue,Green,George,Palm Trees,Blue,Shorts,Celadon,,all in motion,,Green,Sneakers,Turquoise,,Allbirds,,Blue,Dark Blue,Magenta,Boxers,Blue,White,Blue,Mario,Toad,White,Glasses,Green,TRUE,Black,Blue,Cap,Dave & Buster's,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Empanadas,Baked Potato with Guacamole,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Empanada Cafe,,,,10,7,,"Raspberry, Peppers",Sweet Potato,"Pork, Shrimp, Chorizo",,Empanada Cafe is so good,Solid meal,,,Fmovies,Fmovies,,The Boys,The Boys,2,TRUE,TRUE,Hot,TRUE,TRUE,10,TRUE,30,,Light Rail,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, ScholarlySync",python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-06-19,Wednesday,25,June,Partly Cloudy,88,70,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,08:00,11:00,8,0,50,Good,Good,FALSE,T-Shirt,Forest Green,,Harvard,,Green,Shorts,Lime Green,Green,Nike,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,White,Blue,Boxers,White,Black,Electric Lime,Underarmour,,Black,Glasses,Green,TRUE,Olive Green,,Docker Hat,,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Carnitas Quesadilla,Bubble Waffle w/ Eggs,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,10,8,,"Blueberry, Strawberry, Banana, Jalepeños",,"Egg, Pork",,Also amazing the second time around,Bubble waffles were good,,,Hulu,Hulu,,Abbott Elementary,Abbott Elementary,2,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,Climbing,Bus,FALSE,FALSE,FALSE,"Jiwei, Wilson, Joe",,,,AI Data Analyst,python,TRUE,TRUE,2,2,FALSE,,FALSE,0,
2024-06-20,Thursday,25,June,Partly Cloudy,92,69,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,11:00,8,0,3,Good,Good,FALSE,T-Shirt,Lime Green,Black,New Mexico,New Techxico,Green,Joggers,Moss Green,,American Eagle,,Green,Sandals,Green,Orange,Adidas,,Green,White,Green,Boxers,White,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Costco,,Green,2,,Carnitas Burrito,Cheesy Sausage and Peppers,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,10,,"Strawberry, Jalepeños",,"Pork, Chicken",,Not as good as the quesadillas but pretty good,Sometimes throwing together a bunch of ingredients and cheese works out really well,,,Hulu,Hulu,,Abbott Elementary,Abbott Elementary,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, ScholarlySync, FSNB Chatbot",python,TRUE,TRUE,1,2,TRUE,,FALSE,0,
2024-06-21,Friday,25,June,Partly Cloudy,95,75,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,07:00,01:00,8,0,29,Good,Good,FALSE,Button-Up Shirt,Forest Green,White,,,Green,Joggers,Black,,American Eagle,,Black,Sneakers,Green,White,Reebok,,Green,Red,Green,Boxers,Red,White,Black,Nintendo,Mario Kart,White,Glasses,Green,TRUE,Green,,Cap,Portugal,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Cheesy Sausage and Peppers,"Ravioli, Scallops, Pasta, Halibut",,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Locande Verde,,,10,9,,"Peppers, Strawberry, Raspberry",,"Halibut, Scallops, Chicken",,Fantastic leftovers,Jed's birthday dinner,,,Hulu,,,Abbott Elementary,,1,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,Frisbee,"Bike, Path",TRUE,FALSE,FALSE,"Jiwei, Jed, Deezy, Wilson, Kevin, Opara",,,,PRA,python,TRUE,TRUE,2,2,TRUE,Mario Kart,TRUE,1,Mezcal Cocktail
2024-06-22,Saturday,26,June,Cloudy,92,75,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,7,0,73,Good,Good,FALSE,Polo,Lime Green,Black,,,Green,Shorts,Blue,Jungle Green,Old Navy,,Blue,Golf Shoes,White,Green,Malbon,,White,Blue,White,Boxers,Blue,Green,Yellow,Stance,Pineapple,Green,Glasses,Green,TRUE,Dark Blue,Green,Cap,Hoboken Golf,,Blue,FALSE,,,,,,FALSE,,,,,,,1,,2 Hot Dogs,Salmon and Potatoes,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Skyway Cafe,,,,7,9,,,"Green Beans, Potato, Ginger","Pork, Salmon",,Standard hot dogs but they did their job,Country potatoes with salmon from TJ's. A great meal but probably needed a sauce to put it over the top,,,,Hulu,,,Abbott Elementary,1,FALSE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,Golf,,TRUE,FALSE,FALSE,"Jiwei, Jed, Deezy",,,,PRA,python,TRUE,TRUE,1,3,FALSE,,TRUE,1,Spiked Pink Lemonade
2024-06-23,Sunday,26,June,Partly Cloudy,94,75,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,11:00,6,0,30,Good,Good,FALSE,Polo,Celadon,,Greg Norman,,Green,Shorts,Green,White,Greg Norman,,Green,Golf Shoes,White,Green,Malbon,,White,Green,Blue,Boxers,Green,Gray,Aquamarine,Stance,Dinosaurs,Gray,Glasses,Green,TRUE,Forest Green,,Cap,Dinosaur,,Green,FALSE,,,,,,FALSE,,,,,,,1,Sausage Egg and Cheese,Monte Cristo w/ Cinnamon Pancake,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Dunkin Donuts,Cheesecake Factory,,,6,8,,,,Ginger,"Egg, Sausage, Pork",Good in the moment but gave me diarrhea,Great after golf meal,,,,,,,,,0,TRUE,TRUE,Hot,FALSE,FALSE,0,FALSE,0,Golf,Light Rail,TRUE,FALSE,Lyft,"Jiwei, Jed, Kevin",,,,"PRA, AI Data Analyst",python,TRUE,TRUE,2,2,FALSE,,FALSE,0,
